稚内市,https://www.city.wakkanai.hokkaido.jp/sangyo/shoko/shien/safe_hosyoseido4.html,新型コロナウイルス感染症に関する中小企業・労働者向け支援について／稚内市,
厚生労働省,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyou/kyufukin/pageL07_00002.html,新型コロナ休暇支援｜厚生労働省,
大分県,https://www.pref.oita.jp/soshiki/14040/sodanmadoguti1.html,新型コロナウイルスの流行に伴う経営・金融相談窓口の開設について,
沖縄県,https://www.pref.okinawa.jp/site/shoko/keiei/kinyu/safety4.html,中小企業信用保険法第２条第５項第４号（セーフティネット保証４号）の規定に基づく指定について／沖縄県,
東京都,https://www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/03/16/12.html,中小企業従業員向けの生活資金融資を実施（第89報）｜東京都,
山口県,https://www.pref.yamaguchi.lg.jp/cms/a16300/kinyuu/202002210001_sp.html,山口県/経営金融課/金融支援班・新型コロナウイルス感染症対策(金融支援),
今帰仁村,https://www.nakijin.jp/pagtop/topics/1661.html,新型コロナウィルス感染症防止のための臨時休業期間について（4月15日更新）／今帰仁村,
滋賀県,https://www.pref.shiga.lg.jp/ippan/shigotosangyou/shigoto/310828.html,新型コロナウイルス感染症の影響により雇用に影響を受けている事業者の皆様へ｜滋賀県ホームページ,
蒲郡市,https://www.city.gamagori.lg.jp/unit/kankoshoko/corona-hojyokin.html,【新型コロナウイルス感染症対策】中小企業者向け信用保証料補助・利子補給制度のご紹介（補助対象融資を追加しました）,
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/soudann.html,吹田市｜【事業所の皆様へ】新型コロナウイルス感染症に関する情報（相談窓口の設置、緊急資金の創設等）について,
平塚市,http://www.city.hiratsuka.kanagawa.jp/kenko/page99_00038.html,新型コロナウイルス感染症に関するその他の関連情報,
新見市,https://www.city.niimi.okayama.jp/important/important_detail/index/292.html,新型コロナウイルス感染症の影響により納税が困難な方へ徴収の猶予制度があります,
札幌市,https://www.city.sapporo.jp/kinkyu/seikatsushien/202003/index.html,生活支援ガイド／札幌市,
愛川町,https://www.town.aikawa.kanagawa.jp/shisetsu/corona/1585128531849.html,スポーツ施設の休館および学校施設開放の休止について／愛川町ホームページ,
高野町,https://www.town.koya.wakayama.jp/kurashi/korona/12483.html,高野町,
大井町,https://www.town.oi.kanagawa.jp/soshiki/17/corona-kyuuhu.html,新型コロナウイルス感染症関係の給付金などの詳細は未定です,
府中市,https://www.city.fuchu.tokyo.jp/kyoiku/gako/kyushoku/20200403.html,新型コロナウイルス感染症に伴う臨時休校にかかる学校給食費（4月分）の取扱いについて　東京都府中市ホームページ,
福島県,http://www.pref.fukushima.lg.jp/sec/21025a/kinkyukoguchishikintou.html,新型コロナウイルス感染症の影響による休業等に関する生活福祉資金（緊急小口資金等）特例貸付について,
神奈川県,https://www.pref.kanagawa.jp/docs/m6c/prs/r4725790.html,新型コロナウイルス感染症により事業活動に影響を受けている中小企業者の皆さまへの支援を拡大します！,
厚生労働省,https://www.mhlw.go.jp/stf/newpage_10605.html,新型コロナウイルス感染症による小学校休業等対応助成金・支援金の延長について,
船橋市,https://www.city.funabashi.lg.jp/jigyou/shoukou/002/corona-jigyosha.html,新型コロナウィルス感染症に関する中小企業者（農林漁業者を含む）・労働者への支援｜船橋市公式ホームページ,
青梅市,https://www.city.ome.tokyo.jp/soshiki/23/19405.html,新型コロナウイルス感染症の影響により廃棄物処理手数料の納付が困難な事業主の方へ,
中間市,https://www.city.nakama.lg.jp/sangyo/shokogyo/corona_tyusyoushien.html,,
福岡県,https://www.pref.fukuoka.lg.jp/contents/200311shiensaku.html,新型コロナウイルスに関する農林漁業者の相談窓口の開設と支援制度について,
和歌山県,https://www.pref.wakayama.lg.jp/prefg/060300/gyoumu/kinyuu/sangyoushien.html,和歌山県中小企業融資制度のご案内,
神奈川県,https://www.pref.kanagawa.jp/docs/m6c/prs/r3217920.html,新型コロナウイルスの流行により事業活動に影響を受けている中小企業の皆さまに金融支援を実施します,
川西市,https://www.city.kawanishi.hyogo.jp/kurashi/kodomo/1010345/index.html,新型コロナウイルス感染症拡大に伴う市立保育所・認定こども園での保育料・育児休業からの復職などの取扱いについて｜川西市,
沖縄県,https://www.pref.okinawa.jp/site/kodomo/shonenkodomo/seishonen/h30kouryuuouenhojyojigyou.html,企業・団体における交流応援補助事業のご案内について／沖縄県,
湯河原町,https://www.town.yugawara.kanagawa.jp/life/jougesuidou/p04470.html,湯河原町,
貝塚市,https://www.city.kaizuka.lg.jp/juyona_oshirase/27049.html,新型コロナウイルス感染症の影響による市税等の納付が困難な方へ／貝塚市,
仁木町,http://www.town.niki.hokkaido.jp/mobile/section/sangyouka/immd6j0000004e99.html,新型コロナウイルス感染症緊急貸付信用保証料補助金交付要綱の制定等について,
栃木県,http://www.pref.tochigi.lg.jp/f03/koronayuushi.html,栃木県／新型コロナウイルス感染症による影響を受けた中小企業に対する融資等の支援策について,
横手市,https://www.city.yokote.lg.jp/index.html,横手市,
春日部市,https://www.city.kasukabe.lg.jp/oshirase/shien.html,新型コロナウイルスに関する各種対応・支援制度／春日部市公式ホームページ,
枚方市,https://www.city.hirakata.osaka.jp/0000027992.html,新型コロナウイルス感染症に係るひとり親等のための休業手当金制度を延長しました。,
美馬市,http://www.city.mima.lg.jp/gyousei/kurashi/kakusyu/zeikin-p/COVID-19_taisaku_zei.html,美馬市,
嘉麻市,http://www.city.kama.lg.jp/site/coronavirus/index.html,新型コロナウイルス感染症について,
赤平市,http://www.city.akabira.hokkaido.jp/lifeevent/kosodate/index.html,子育て・教育,
富田林市,https://www.city.tondabayashi.lg.jp/soshiki/34/37528.html,新型コロナウイルス感染症による小学校休業等対応助成金について,
箕面市,https://www.city.minoh.lg.jp/bousai/20200228.html,新型コロナウイルスに関する緊急情報／箕面市,
函館市,https://www.city.hakodate.hokkaido.jp/docs/2020020300117/index.html,新型コロナウイルス関連肺炎の流行に伴う中小企業者等の皆様への支援について,
東通村,http://www.vill.higashidoori.lg.jp/keiki/page000156.html,【事業者の皆様へ】新型コロナウイルス感染症の影響を受ける事業者への支援策について,
名寄市,http://www.city.nayoro.lg.jp/mobile/section/hoken/prkeql0000026oq7.html,北海道名寄市｜,
山田町,https://www.town.yamada.iwate.jp/jigyousya/jigyousyashien/index.html,事業者支援,
大竹市,https://www.city.otake.hiroshima.jp/kinkyu/1582847527286.html,緊急情報／大竹市ホームページ,
広島県,https://www.pref.hiroshima.lg.jp/soshiki/60/seikatsufukushishikin.html,新型コロナウイルス感染症の影響により生活資金にお困りの方へ,
早島町,http://www.town.hayashima.lg.jp/sitemap.html,サイトマップ／早島町ホームページ,
長野原町,http://www.town.naganohara.gunma.jp/www/contents/1585355345915/index.html,新型コロナウイルス感染症の拡大に伴う事業者向け緊急経済支援について,
桐生市,https://www.city.kiryu.lg.jp/kurashi/kenko/kansensho/1016797.html,新型コロナウイルス感染症の影響に伴う市税・公共料金の支払いに関する相談等について｜桐生市ホームページ,
新潟県,https://www.pref.niigata.lg.jp/site/zeimu/syuzei-200323koronatyousyuyuuyo.html,新型コロナウイルス感染症の影響により納税が困難な方には猶予制度があります,
扶桑町,https://www.town.fuso.lg.jp/shunou/020413.html,扶桑町／新型コロナウイルス感染症の影響により町税などの納付が困難な方へ,
宗像市,https://www.city.munakata.lg.jp/w031/010/030/0050/20200330150613.html,臨時休校に伴う赤間駅及び東郷駅自転車等駐車場学生定期券の使用料の返還について,
埼玉県,https://www.pref.saitama.lg.jp/a0701/messeage2020022802.html,新型コロナウイルス感染症に関する知事メッセージについて（2月28日15時45分テキスト版）,
幕別町,https://www.town.makubetsu.lg.jp/tokubetsu/2020-0331-1300-44.html,新型コロナウイルス感染症の影響により各種料金等の納付が困難な方へ｜特別なお知らせ｜幕別町,
桶川市,https://www.city.okegawa.lg.jp/kurashi/zei/noufu/nouzei/7780.html,新型コロナウイルス感染症の影響により納税が困難な方に対する地方税の猶予制度について／桶川市,
御坊市,https://www.city.gobo.wakayama.jp/topics/1584947442555.html,新型コロナウイルス感染症の影響により納税が困難な方へ／御坊市ホームページ,
岩手県,https://www.pref.iwate.jp/sangyoukoyou/nourinsuisan/1028907.html,岩手県,
鹿島市,https://www.city.saga-kashima.lg.jp/main/19851.html,市税の猶予制度（新型コロナウイルス関連）,
藤井寺市,https://www.city.fujiidera.lg.jp/soshiki/kenkou_fukushi/kenko/osirase/10466.html,新型コロナウイルス感染症による生活不安に対するための緊急措置等について／藤井寺市,
高槻市,http://www.city.takatsuki.osaka.jp/important/coronajoho/index.html,新型コロナウイルス感染症関連情報（トップページ）／高槻市ホームページ,
名護市,http://www.city.nago.okinawa.jp/articles/2020040800017/index.html,新型コロナウイルス感染症による小学校休業等に対する支援・助成について,
熊本県,https://www.pref.kumamoto.jp/kiji_31768.html,,
熊取町,https://www.town.kumatori.lg.jp/jyuyou_oshirase/1585137101886.html,,
神奈川県,https://www.pref.kanagawa.jp/docs/u5t/coronavirus.html,新型コロナウイルス感染症の対応について,
東京都,https://www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/03/27/14.html,中小企業従業員融資の申込受付を開始（第119報）｜東京都,
京都府,https://www.pref.kyoto.jp/kinyu/taisaku.html,京都府中小企業金融対策のトピック／京都府ホームページ,
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/other/corona_matome.html,新型コロナウイルス感染症関連の事業者向け支援策について　堺市,
大分県,https://www.pref.oita.jp/soshiki/15340/index.html,団体指導・金融課,
生駒市,https://www.city.ikoma.lg.jp/0000021363.html,【新型コロナウイルス】コロナフリーキャンペーンを実施します,
蒲郡市,https://www.city.gamagori.lg.jp/site/hokencenter/covid-19news2.html,新型コロナウイルス感染症拡大に伴う各種相談窓口について,
東京都,https://www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/02/26/22.html,労働相談情報センター,
環境省,http://www.env.go.jp/nature/np/ryokakuzei00/index.html,環境省_令和２年度地方公共団体・事業者向け支援事業【令和２年度補正予算（案）及び国際観光旅客税等】,
大和高田市,https://www.city.yamatotakada.nara.jp/life/sangyo/shogyo/post-10.html,小規模事業者持続化補助金（一般型、一次公募）における新型コロナウイルス感染症の影響を受けた事業者への証明書の発行について,
中能登町,https://www.town.nakanoto.ishikawa.jp/kinkyu/5805.html,,
茨城県,https://www.pref.ibaraki.jp/shokorodo/rosei/rodo/wlb/coronasoudan.html,【事業者向け】新型コロナウイルス対応助成金等相談会を実施します／茨城県,
松伏町,http://www.town.matsubushi.lg.jp/www/contents/1586491240622/index.html,農業経営者に係る『新型コロナウイルス感染症による小学校休業等対応助成金』及び『新型コロナウイルス感染症による緊急特定地域特別雇用安定助成金』について,
厚生労働省,https://www.mhlw.go.jp/stf/newpage_09477.html,新型コロナウイルス感染症の影響に伴う雇用調整助成金の特例を実施します,
徳之島町,https://www.tokunoshima-town.org/zeimuka/kurashi/zekin/shingatakoronauirusunoeikyoniyorinozeigakonnannakatahe.html,徳之島町／新型コロナウイルスの影響により納税が困難な方へ,
東京都,https://www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/03/05/26.html,金融・経営面から中小企業支援を開始（第69報）｜東京都,
出雲市,http://www.city.izumo.shimane.jp/www/contents/1583132123405/index.html,,
浜松市,https://www.city.hamamatsu.shizuoka.jp/kanko/corona/index.html,浜松飲食店応援サイト／浜松市,
あま市,https://www.city.ama.aichi.jp/kurashi/iinkai/kyoiku/1006361.html,新型コロナウイルスに関連した市内小中学校の対応について（4月から）｜あま市公式ウェブサイト,
寝屋川市,https://www.city.neyagawa.osaka.jp/organization_list/fukushi/hogo/sonota/1584924651409.html,,
高島市,http://www.city.takashima.lg.jp/www/contents/1583294731939/index.html,セーフティネット保証第4号の認定について（新型コロナウイルス感染症関連）,
宇治田原町,https://www.town.ujitawara.kyoto.jp/0000002596.html,新型コロナウイルス感染症の影響により町税や国民健康保険税を一時的に納付できない方のための猶予制度について,
富良野市,http://www.city.furano.hokkaido.jp/docs/2020033000059/index.html,新型コロナウイルス感染症の影響により上下水道料金のお支払が困難な方へ,
横手市,https://www.city.yokote.lg.jp/fukushi/page000080.html,新型コロナウイルス感染症の影響による生活相談について,
厚生労働省,https://www.mhlw.go.jp/stf/newpage_10259.html,新型コロナウイルス感染症による小学校休業等対応助成金・支援金の申請受付を開始します,
五戸町,https://www.town.gonohe.aomori.jp/sangyo/2020-0310-1122-81.html,新型コロナウイルス感染症の影響を受ける中小企業者の皆様へ,
広島県,https://www.pref.hiroshima.lg.jp/soshiki/75/020228korona.html,新型コロナウイルス感染症の影響を受ける中小企業者等のみなさまへ,
池田町,https://www.town.hokkaido-ikeda.lg.jp/kenko/index.html,健康・福祉／北海道池田町,
霧島市,https://www.city-kirishima.jp/suidoukanri/20200413.html,鹿児島県霧島市｜新型コロナウイルス感染症の影響により水道料金・下水道使用料のお支払いが困難な方へ,
扶桑町,https://www.town.fuso.lg.jp/gesui/sinngatakorona.html,扶桑町／新型コロナウイルス感染症の影響により水道料金・下水道使用料のお支払いが困難な方へ,
黒石市,http://www.city.kuroishi.aomori.jp/news/sangyou/corona_jigyousya_shien.html,新型コロナウイルス感染症の影響を受ける事業者等への支援策,
宮代町,https://www.town.miyashiro.lg.jp/0000014339.html,新型コロナウイルス感染症の影響により納税が困難な方に対する地方税における猶予制度,
田上町,http://www.town.tagami.niigata.jp/pickup/2019/2020-0325-0853-53.html,新型コロナウイルス感染症拡大の影響に伴う雇用継続支援について｜2019年度｜注目情報｜田上町,
神奈川県,https://www.pref.kanagawa.jp/docs/m6c/cnt/f5782/p848952.html,中小企業のための相談窓口(金融相談又は経営相談),
桜井市,https://www.city.sakurai.lg.jp/sosiki/kikikanrikan/kikikanrika/corona/1582863618276.html,新型コロナウイルス感染症に関する情報／桜井市ホームページ,
新見市,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/11505.html,新型コロナウイルス感染症対策のための児童見守り体制をお知らせします,
奈良市,http://www.city.nara.lg.jp/site/coronavirus/64048.html,危機関連保証申請手続きについて（新型コロナウイルス感染症対策）,
龍郷町,https://www.town.tatsugo.lg.jp/hokenfukushi/kurashi/kenko/korona-hitori.html,ひとり親家庭生活資金緊急融資（コロナ関連）｜鹿児島県龍郷町,
豊後高田市,https://www.city.bungotakada.oita.jp/page/page_05274.html,新型コロナウイルスにかかる「緊急経済対策・各種支援制度説明会」の開催について,
今帰仁村,https://www.nakijin.jp/pagtop/topics/index.html,トピックス／今帰仁村,
国分寺市,https://www.city.kokubunji.tokyo.jp/kurashi/1008592/1022636/index.html,新型コロナウイルス関連情報｜国分寺市,
和泉市,http://www.city.osaka-izumi.lg.jp/topics/12333.html,臨時休業による学校給食費の返金について／和泉市,
ふじみ野市,https://www.city.fujimino.saitama.jp/kinkyu/6577.html,【4月10日更新】新型コロナウイルス感染症に関する保育園の自粛及び保育料の減免／ふじみ野市,
沖縄県,https://www.pref.okinawa.jp/site/somu/zeimu/choshu/korona.html,新型コロナウイルス感染症の影響により納税が困難な方へ／沖縄県,
枚方市,https://www.city.hirakata.osaka.jp/0000027997.html,新型コロナウイルス感染症対応緊急資金にかかる信用保証料の交付について,
四條畷市,https://www.city.shijonawate.lg.jp/soshiki/14/17615.html,【中小企業者向け】新型コロナウイルス感染症に係る支援について,
横手市,https://www.city.yokote.lg.jp/shoko/sam1_page000118.html,新型コロナウイルス感染症に関する中小企業者支援について,
福岡県,https://www.pref.fukuoka.lg.jp/contents/corona-020403.html,４月１日から新型コロナウイルス感染症に関する経営相談窓口に「フリーダイヤル経営相談窓口」を開設しました,
能勢町,https://www.town.nose.osaka.jp/topics/index.html,トピックス／能勢町,
東大阪市,https://www.city.higashiosaka.lg.jp/0000027097.html,大阪府が緊急事態措置に関する府民・事業者向けコールセンターを設置,
那賀町,http://www.town.tokushima-naka.lg.jp/gyosei/sangyo/rodo/index.html,労働・雇用,
白浜町,https://www.town.shirahama.wakayama.jp/gyousei/1586501815163.html,白浜町小規模事業者等貸付利子補給補助事業／白浜町ホームページ,
岩手県,https://www.pref.iwate.jp/kensei/zei/genmen/1028213.html,岩手県,
日野市,https://www.city.hino.lg.jp/sangyo/chusho/yuushi/1013989.html,新型コロナウイルス感染症対応運転資金融資あっせん（別枠）｜日野市公式ホームページ,
仙台市,https://www.city.sendai.jp/kikakushien/covid_19_2020.html,新型コロナウイルスに関する中小企業者向け情報｜仙台市,
厚生労働省,https://www.mhlw.go.jp/stf/newpage_09927.html,新型コロナウイルスに伴う教育訓練給付制度に関するQ&A,
盛岡市,https://www.city.morioka.iwate.jp/kenkou/kenko/1029832/1030156.html,【事業者及び勤労者の方へ】新型コロナウイルス感染症の流行に伴う商工業関連支援について【4月14日更新】,
上田市,https://www.city.ueda.nagano.jp/soshiki/shoko/22398.html,新型コロナウイルス感染拡大に関連して各機関が実施している事業者等向け支援策について,
熊本県,https://www.pref.kumamoto.jp/kiji_31850.html,,
広島県,https://www.pref.hiroshima.lg.jp/site/kyouiku/06senior-2nd-syougakukin-kinkyu-corona.html,広島県高等学校等奨学金（緊急募集）について（新型コロナウイルス感染症対応）,
早島町,http://www.town.hayashima.lg.jp/emergency/1584949618686.html,新型コロナウイルス感染症の影響により納税が困難な方に対する地方税における猶予制度について／早島町ホームページ,
宮城県,http://www.pref.miyagi.jp/soshiki/nosin/keieisodan.html,「新型コロナウイルスに関する農業経営相談窓口」の設置について,
高知県,https://www.pref.kochi.lg.jp/soshiki/110501/2020031700036.html,新型コロナウイルス感染症の影響により県税の納税が困難な方へ,
穴水町,http://www.town.anamizu.ishikawa.jp/covid-19.html,新型コロナウイルス感染症に関する情報,
匝瑳市,https://www.city.sosa.lg.jp/page/page003091.html,市民の皆様へ市長からのメッセージ&nbsp;|&nbsp;匝瑳市公式ホームページ,
千代田区,https://www.city.chiyoda.lg.jp/koho/kuse/koho/pressrelease/r2/r203/20200302.html,千代田区ホームページ,
栃木県,http://www.pref.tochigi.lg.jp/f03/koronarishi.html,栃木県／新型コロナウイルス感染症緊急対策資金利子補給事業の御案内,
新篠津村,https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000726.html,新篠津村中小企業新型コロナウイルス感染症対策特別融資制度の創設について,
愛媛県,https://www.pref.ehime.jp/h37100/sikin/index.html,愛媛県庁／水産制度資金,
熊本県,https://www.pref.kumamoto.jp/kiji_31524.html,,
金融庁,https://www.fsa.go.jp/ordinary/coronavirus202001/press.html,新型コロナウイルス感染症関連情報：金融庁,
島根県,https://www.pref.shimane.lg.jp/industry/norin/nougyo/sikin/R2shingatakorona.html,島根県：令和２年新型コロナウィルス感染症対策資金のご案内について（トップ,
沖縄県,https://www.pref.okinawa.jp/site/shoko/keiei/kinyu/yuushiseido.html,沖縄県の融資制度／沖縄県,
農林水産省,https://www.maff.go.jp/kyusyu/202003.html,新型コロナウイルスに関する情報：九州農政局,
平塚市,http://www.city.hiratsuka.kanagawa.jp/kigyo/page-c_01650.html,新型コロナウイルス感染症に対する本市の中小企業の相談窓口,
さくら市,https://www.city.tochigi-sakura.lg.jp/site/shingatakorona/kogakudou.html,新型コロナウイルス感染症防止のための学校の臨時休業に伴う学童対応について,
文京区,https://www.city.bunkyo.lg.jp/kyoiku/kyoiku/corona.html,文京区,
神奈川県,https://www.pref.kanagawa.jp/docs/jf2/coronavirus2020/index.html,新型コロナウイルス感染症の流行により影響を受けている事業者の皆様へ,
大空町,http://www.town.ozora.hokkaido.jp/docs/2020022800011/index.html,新型コロナウイルスに関する緊急速報,
錦町,http://www.nishiki-machi.com/docs/2020040600013/index.html,新型コロナウイルス感染症の感染拡大により影響を受けた中小企業・個人事業主の皆様を支援します,
弥富市,https://www.city.yatomi.lg.jp/kurashi/1000103/1003655.html,新型コロナウィルス感染症の影響により国民健康保険税、後期高齢者医療保険料、介護保険料、国民年金保険料の納付が困難な方へ｜弥富市公式ホームページ,
丸森町,http://www.town.marumori.miyagi.jp/syoukokanko/shoukou/COVID-19_business_support.html,丸森町,
会津若松市,https://www.city.aizuwakamatsu.fukushima.jp/docs/2020031200017/index.html,新型コロナウィルス感染症に関連した事業者支援について,
経済産業省,https://www.meti.go.jp/information/publicoffer/kobo/2020/k200317002.html,令和元年度マスク生産設備導入支援事業費補助金に係る補助事業者の公募について,
